CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0.01665
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0.01665
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0
CPU	 35	 0
CPU	 37	 0
CPU	 39	 0
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0
CPU	 49	 0
IO	 0	 467.833
IO	 2	 467.85
IO	 4	 467.867
IO	 6	 467.883
IO	 8	 467.9
IO	 10	 467.9
IO	 12	 467.917
IO	 14	 467.933
IO	 16	 467.917
IO	 18	 467.933
IO	 20	 467.933
IO	 22	 467.933
IO	 24	 467.933
IO	 26	 467.95
IO	 28	 467.933
IO	 30	 467.95
IO	 32	 467.933
IO	 34	 467.917
IO	 36	 467.917
IO	 38	 467.9
IO	 40	 467.9
IO	 42	 467.883
IO	 44	 467.883
IO	 46	 467.85
IO	 48	 467.833
